sentence1,sentence2,similarity,predicted_similarity
A man is getting off the car,A man is getting into a car,3.875,3.7622871
A man is hurriedly getting into a car in a garage,A man is getting into a car in a garage,4.625,4.2653193
A man is getting a garage for the car,A man is getting into a car,2.125,2.254985
A man is getting into a car in a garage,A man is getting into a car,4.0,4.285465
The person is slicing a clove of garlic into pieces,The person is not slicing a clove of garlic into pieces,2.5,3.2082002
A person is cutting a capsicum into pieces,The person is not slicing a clove of garlic into pieces,3.125,1.5372965
A capsicum is being cut into pieces by a person,The person is slicing a clove of garlic into pieces,2.25,2.700463
A woman is drying noodles,A person is boiling noodles,3.0,2.9358232
The man is kicking a boxing trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,4.0,2.8425858
A woman on a boulder is lying on a blanket and reading a book,A seated woman is singing a song and playing the guitar,2.0,1.2212762
A seated woman is singing a song and playing the guitar,A woman on a rock is standing and looking around,0.875,1.2133836
A woman on a rock is lying on a blanket and reading a book,"A woman, who is seated, is singing a song and playing the guitar",1.0,1.2080911
A woman on a rock is lying on a blanket and reading a book,There is no seated woman singing a song and playing the guitar,1.375,0.041080266
A man is packing away an acoustic guitar,A man is playing an acoustic guitar,3.25,3.5365689
The woman is playing an electric guitar,A man is playing a guitar that is acoustic,3.125,3.0426886
The woman is cracking eggs into a bowl,Eggs are being cracked into a bowl by the woman,5.0,4.432175
The woman is storing away the eggs,The woman is cracking eggs into a bowl,3.25,2.0985012
The lady is breaking raw eggs into a bowl,The woman is cracking eggs into a bowl,4.625,4.418331
Some people who play soccer are kicking a soccer ball into the goal,A soccer player is scoring a goal,3.875,3.7380476
A man and a woman are eating happily,A man and a woman are eating,3.75,3.40262
A person is pouring oil made with olives into a pot on the stove,A person is pouring olive oil into a pot on the stove,4.875,4.5746293
A person is pouring oil for cooking into a pot,A person is pouring cooking oil into a pot,5.0,4.8083725
A woman is walking the dog down the street,The woman is walking the dog down the street ,4.875,4.8890467
A woman is walking the dog down the street,A woman is restraining the dog,3.5,4.010472
The woman is not walking the dog,The woman is walking the dog,3.5,2.3995667
A woman is walking the dog down the street,The dog is being walked by the woman,4.64375,4.5192075
The woman is walking the dog down the street ,The woman is walking the dog,4.375,4.1677203
A guinea pig is devouring a carrot,A guinea pig is eating a carrot,5.0,4.865521
"A guinea pig, which is small, is gnawing and eating a piece of carrot on the floor",A guinea pig is eating a carrot,4.25,3.488116
A small guinea pig is gnawing and eating a piece of carrot on the floor,A guinea pig is devouring a carrot,4.375,3.6246464
A man is slicing a carrot with a knife,The woman is not slicing an onion,2.125,2.620325
A plane is taking off,A plane is landing,3.5,4.3163247
A cartoon airplane is landing,A plane is landing,4.125,4.0218062
A plane is landing,An animated airplane is taking off,2.125,3.7624927
An animated airplane is landing,A plane is taking off,2.125,3.8588598
The girl is using an eye pencil on her eyelid,The girl is using a pencil for the eyes on her eyelid,4.875,4.6134043
The woman is penciling on eyeshadow,The woman is not penciling on eyeshadow,3.875,3.925239
A little girl is playing a grand piano on stage,A girl is playing the piano,4.125,3.3352032
Two cats are playfully fighting each other,Two cats are fighting each other,4.25,4.429161
Two cats are lying together,Two cats are fighting each other,2.5,3.0827327
Two cats are playfully fighting each other,The cats are playing with each other,4.25,3.4305418
There is no man riding a mechanical bull,A man is riding a mechanical bull,4.25,3.4474921
The man is riding a mechanical bull,A person is riding a mechanical bull,4.375,4.2628055
A woman is putting down a flute,The woman is playing the flute,2.75,4.2079387
A tree is being cut by a man with an axe,A man is cutting a tree with an axe,4.875,3.2313025
A man is cutting a tree with an axe,A man is watering a tree,2.0,2.463502
A girl is applying makeup to her face,The girl is applying makeup to her face,4.875,5.0
A girl is applying makeup to her face,There is no girl applying makeup to her face,4.125,3.2829208
A girl is applying makeup to her face,There is no woman putting on makeup,2.625,2.589708
There is no girl applying makeup to her face,A woman is putting on makeup,3.75,3.2946272
A girl is applying makeup to her face,A woman is putting on makeup,3.125,3.5169108
The herd of caribous is crossing a road quickly,The herd of caribous is crossing a road,4.0,4.5237365
The woman is dicing a carrot,A woman is slicing an onion,1.875,3.1841574
Two men are fighting in a cattle pen,Two men are fighting in a pen for cattle,4.5,4.569376
Two men are fighting in a cattle pen,Two men are outside a cattle pen,2.5,3.5101562
The man is eating a banana by a tree,There is no man eating a banana,4.0,2.7070243
The man is eating a banana by a tree,A man is eating a banana,4.375,4.429
A big green ball is knocking a potato,"A ball, which is green and big, is knocking a potato",4.875,4.5462914
A large green ball is missing a potato,A large green ball is hitting a potato,3.125,3.221773
A large green ball is hitting a potato,A big potato is knocking a green ball,3.875,3.299163
Two teams are enthusiastically playing soccer,Two teams are playing soccer,4.625,3.591399
A boy is comfortably sitting in a room and playing a piano by a lamp,A boy is playing a keyboard,3.625,3.4334605
There is no woman playing an electric guitar,A man is playing a guitar,3.25,3.1065295
A woman is playing an electric guitar,A man is laying down a guitar,1.6249999999999998,1.5950525
A man in a suit is standing at a microphone and singing,The man in a suit is standing at a microphone and singing,5.0,5.0
The man on stage is passionately singing into the microphone,The man on stage is singing into the microphone,4.5,3.9017847
The man is staging a microphone and is singing,The man on stage is singing into the microphone,3.0,4.4491553
A man in a suit is standing at a microphone and singing,The man on stage is passionately singing into the microphone,4.0,2.967777
Three young girls are dancing in the room,Some teenage girls are dancing for the camera,3.375,4.150641
Three teenage girls are idling in the room,Some teenage girls are dancing for the camera,2.625,3.7521396
A few children are jumping on a trampoline,Two boy are playing on a trampoline,3.875,4.6914706
The puppy is playing with a plastic container,The puppy is playing with a container made of plastic,5.0,4.816546
A man is athletically jumping a wall,A man is jumping a wall,4.375,3.7124538
A man is jumping onto a low wall,A man is standing in front of a wall,2.5,3.0260262
The man is pouring oil into a pan,A man is pouring oil into a pan,5.0,5.0
A man is pouring oil into a skillet,Oil is being poured into a skillet by a man,5.0,4.8522067
A man is pouring oil into a skillet,A man is taking the oil out off a skillet,2.625,2.7071536
The person is brushing a cat,A person is brushing a cat,5.0,4.8093486
A person is combing the fur of a cat,The fur of a cat is being combed by a person,4.875,4.4645615
A person is combing the fur of a cat,The person is brushing a cat,4.125,3.5909674
Nobody is brushing a cat,A person is combing the fur of a cat,3.375,2.7088048
A woman is chopping broccoli,The woman is not chopping garlic,2.625,1.9926361
There is no woman dancing,Some women are dancing,3.25,3.0864449
Three men are dancing,There is no woman dancing,2.41875,2.7006948
A man is sitting on the floor in a room and strumming a guitar,A man is sitting on the floor and is playing a guitar,4.5625,4.199315
There is no man eating some food,A man is eating some food,2.875,3.7271018
The man is fasting,The man is eating,2.75,3.5853827
The man is eating,A man is eating some food,4.625,4.542882
There is no woman using an eye pencil and applying eye liner to her eyelid,A woman is using an eye pencil and is applying eye liner to her eyelid,3.5,3.1573386
A baby is sneezing and scaring another baby,A baby is cheering another baby,2.875,2.995464
A baby is crawling happily,A baby is sneezing and frightening another baby,1.6249999999999998,1.9096982
The monkey is being trained in martial arts,The monkey is practicing martial arts,4.125,3.8702507
The monkey is being trained in martial arts,A monkey is kicking at the gloved hand of a person,2.75,3.2350082
A monkey is kicking at the gloved hand of a person,The monkey isn't practicing martial arts,2.75,1.9702319
The man is not cutting the tape on the box,A man is cutting a box,2.625,2.5142875
A kid is practicing with an instrument,A kid is playing an instrument,4.375,4.0782247
There is no young boy playing a wind instrument,A young boy is playing a wind instrument,4.125,2.5573418
A kid is throwing away an instrument,A young boy is playing a wind instrument,2.25,2.4409518
A man is trekking in the woods,The man is not hiking in the woods,3.5,3.9833918
The man is slicing a tomato,A woman is slicing a carrot,2.5,2.061112
A man is slicing a tomato,A woman is slicing a carrot,2.5,2.1835876
A lady is mixing a meat mixture in a bowl,A lady is mixing a mixture of meat in a bowl,5.0,4.733091
The lady is stirring meat in a bowl,A lady is mixing a meat mixture in a bowl,4.25,4.459307
A lady is mixing a meat mixture in a bowl,The woman is not stirring meat in a bowl,3.0,3.055592
A lady is mixing a meat mixture in a bowl,The woman is stirring meat in a bowl,4.5,4.4504957
The woman is squeezing juice out of a lemon,A woman is squeezing juice out of a lemon,4.875,4.9638157
A woman is squeezing juice out of a lemon,There is no woman squeezing juice out of a lemon,3.25,3.1859944
A kitten is playing with a toy made of blue rope,The kitten is playing with a toy,4.5,3.9720006
A boy is walking across a bridge,A man is walking slowly across a rope bridge,3.125,2.6408272
A boy is running away from the fishing line,A young man is running away from the fishing line,3.875,4.736441
A boy is running away from the fishing line,A boy is running towards the fishing line,3.75,3.6408198
A boy is running away from the fishing line,There is no boy hanging a fishing rod and running in front of a fish,2.75,1.8912085
A boy is running away from the fishing line,A boy is hanging a fishing rod and running in front of a fish ,3.25,1.9629517
An animal is resting,An animal is running in circles,2.875,2.987856
A squirrel is running in circles,An animal is running tiredly in circles,3.625,4.283595
An animal is resting,A squirrel is running in circles,0.875,1.885144
A squirrel is running in circles,An animal is running in circles,4.25,4.442245
A woman is putting two eggs into a pot of water,A woman is boiling eggs,4.0,3.1149538
A man is playing the guitar,A man is dropping the guitar,2.75,4.6085334
There is no person kicking a soccer ball between somebody's feet,A person is kicking a soccer ball between their feet,2.75,3.0626528
A child is running in and out of the ocean waves,A boy is waving at some young runners from the ocean,2.625,2.3195264
The south African plane is flying in a blue sky,"The plane, which is south African, is flying in a blue sky",4.875,4.342469
A woman is cooking a breaded pork chop,The woman is not frying a breaded pork chop,3.75,3.3579526
The man is slicing bread,The man is putting away the bread,2.625,2.725158
Bread is being sliced by the man,The woman is slicing herbs,1.0,1.855522
The man is putting away the bread,The woman is slicing herbs,0.2499999999999999,0.7060746
The woman is slicing herbs,The man is slicing bread,1.125,2.135135
A top violin player is standing on the roof over a man,A man is standing on a roof top and playing a violin,3.25,4.116469
Someone is putting away a keyboard,Someone is typing on a keyboard,2.89375,3.1826608
A woman is absently peeling a potato,A woman is peeling a potato,4.5,4.9868464
A woman is peeling a potato,A woman is putting away a potato,3.75,3.5396557
Someone is cleaning an animal,Someone is cleansing an animal,4.375,4.5023303
A woman is riding a water scooter,A woman is riding a scooter for water,3.875,4.801366
A woman is riding a water scooter,A woman is riding a scooter towards the water,3.51875,4.8955903
The boy is speedily riding a tricycle,The boy is riding a tricycle,4.231249999999999,4.280702
The boy is not riding a tricycle,A woman is riding a water scooter,0.4999999999999999,0.22737324
The woman is stirring eggs in a bowl,Somebody is beating an egg,4.0,3.4348965
A person is unfolding a tortilla,A man is folding a tortilla,3.25,2.1848273
A man is folding a tortilla,A person is folding a tortilla,4.625,4.5060825
A man is freeing a fish,A man is catching a fish,3.75,4.196068
A big fish is catching a man,A man is catching a fish,2.0,2.452075
A woman is carefully deboning a fish,A man is catching a fish,0.4999999999999999,1.1036874
A man is catching a fish,A woman is deboning a fish,3.0,1.2627528
A man is playing a harp,A violin is being played by a man,2.125,3.6834292
A person is wiping butter on a tray,There is no person buttering a tray,3.625,2.462783
One woman is handing volleyballs to another woman,One woman is denying the volleyballs to another woman,2.75,3.7554564
One woman is handing volleyballs to another woman,A woman is serving volleyballs over a net,3.25,3.6063707
A man is chopping a log with an axe,There is no man chopping a log with an axe,2.875,3.7005587
The man is not chopping a tree trunk with an axe,The man is chopping a tree trunk with an axe,3.625,3.7478616
A guitar is being passionately played by a man,A man is playing a guitar,4.375,5.0
A woman is thinking of a man,A man is thinking,3.0625,2.7170756
"A cat with a white coat, perched on a small wooden cabinet, is looking outside the window",A white cat perched on a small wooden cabinet is looking outside the window,4.75,3.5716414
The cat perched on the table is looking out the window,Someone on a perch is looking at a small wooden cat that is on a white cabinet outside the window ,2.375,3.662073
A white cat perched on a small wooden cabinet is looking outside the window,The cat perched on the table is looking out the window,3.75,3.6992602
The dog is licking the baby,A dog is licking a baby,5.0,4.6921215
A woman is putting away the garlic,The woman is dicing garlic,3.25,2.859189
A woman is dancing,There is no woman dancing,2.375,3.2637608
A person is jotting something with a pencil,The person is writing with a pencil,4.875,4.353631
The person is not writing with a pencil,The person is writing with a pencil,3.0,3.212274
The person is writing with a pencil,The person is writing,4.75,4.4766607
There is no person writing,The person is writing with a pencil,2.5,3.7758398
Someone is boiling okra in a pot,Someone is being boiled with okra in a pot,2.125,3.6764529
Someone is cooking okra in a pan,Somebody is boiling okra in a pot,3.64375,3.4000807
A man is dancing,A man is speaking,1.125,1.4932805
A squirrel is crazily spinning around in circles,A squirrel is spinning around in circles,4.5,4.645854
A squirrel is running around in circles,An animal is running around in circles,4.5,4.5152173
A squirrel is lying down,A squirrel is running around in circles,2.375,2.9458382
A squirrel is running around in circles,A runner is circling a squirrel,2.625,3.3099062
A squirrel is spinning around in circles,A squirrel is lying down,2.0,3.6428583
Some paper is being cut,Paper is being cut with scissors,4.875,3.8660057
The piece of paper is being cut,There is no paper being cut with scissors,4.0,1.9216771
A man is playing a flute,The man is not playing the guitar,2.625,1.7430735
A man is putting down the flute,The man is playing a guitar,1.875,1.4541118
A man is playing the drum,The drums are being played by a man,4.75,3.6750612
A man is lazing,A man is doing exercises,2.25,1.5783464
The man is doing floor exercises,A man doing exercises is being floored,2.25,3.7986515
The man is doing floor exercises,A man is doing exercises,4.125,4.36324
A man is riding a bicycle,There is no monkey riding a bike,2.0,2.6363685
The fish are immobile,A fish is swimming,3.5,2.623306
Some fish are swimming,A fish is not swimming,3.625,2.6658914
A pan is being dropped over the meat,The meat is being dropped into a pan,3.16875,2.456105
A frog is being handled by the woman,The woman is handling a frog,5.0,3.318482
A man is holding a frog,A frog is being handled by the woman,3.125,2.8321202
The woman is handling a frog,A person is holding a frog,4.0,3.5033143
Four young men are standing still and a car is exploding behind them,The boys are not standing in front of the burning car,2.375,2.5547047
The boys are standing and burning a car,Four young men are standing still and a car is exploding behind them,2.85625,3.287365
Four young men are standing still and a car is exploding behind them,The boys are standing in front of the burning car,2.875,3.3927646
A boy is filling a pitcher with water,A woman is emptying the water from a mug,1.0,2.386974
A woman is collecting tap water in a mug,There is no boy filling a pitcher with water,2.0,0.8720156
A boy is filling a pitcher with water,A woman is collecting tap water in a mug,1.6249999999999998,2.3435097
There is no man walking in the rain,A man is walking in the rain,3.125,3.8174956
Racers are running down a track,There are no racers running down a track,3.375,3.320164
The men are not putting suitcases into the trunk of a car ,The men are packing suitcases into the trunk of a car,2.625,3.710235
A woman is putting on eyeshadow,Eyeshadow is being put on by a woman,5.0,4.4930277
A woman is putting make-up on,The woman is removing make-up,2.39375,2.521256
A toy train is striking a toy car,There is no toy train striking a toy car,2.625,2.909678
The person is not slicing onions,The person is slicing onions,3.625,3.474374
Several swimmers are jumping into the water,Several jumpers are swimming in the water,3.625,3.4883828
Some swimmers are getting out of a lake,Swimmers are racing in a lake,3.0,3.3468225
A talented man is playing the guitar,A man is playing a guitar,4.375,4.477824
A woman is playing a guitar,A guitar is being played by a woman,4.625,4.814263
The boy is studying a calendar,A boy is studying a calendar,5.0,4.978826
There is no person throwing a cat at the ceiling,A person is throwing a cat at the ceiling,3.0,3.617581
The woman is picking up and holding a baby kangaroo,A woman is dropping a baby kangaroo from her arms,3.25,2.5708258
A woman is staging a dance,A woman is dancing and a man is playing the keyboard,2.625,1.5256426
A woman is scrubbing a zucchini with a brush for vegetables,A woman is scrubbing a zucchini with a vegetable brush,4.75,4.135568
A woman is scrubbing a zucchini with a brush for vegetables,A person is scrubbing a zucchini,4.5,3.6564736
There is no woman scrubbing a zucchini with a vegetable brush,A person is scrubbing a zucchini,3.5,3.674782
A man in a cap is playing a harp,A man is playing a guitar,1.5625,2.5020914
A man is playing a guitar,A man in a hat is playing a harp,2.125,2.8348482
The woman with the knife is not slicing a pepper,A woman is slicing a green pepper,2.875,3.5164757
A woman is slicing a green pepper,The woman with a knife is slicing a pepper,4.25,4.7808623
A woman is playing a flute,A woman is getting rid of a flute,3.0,4.163648
A woman is playing a flute,A woman is playing flute,4.875,4.838844
There is no man riding a horse,A man is riding a horse,3.625,3.3038657
The man is riding a horse by a stream,A man is riding a horse,4.25,4.4918027
A horse is being ridden in a creek by a man,A man is riding a horse,4.625,3.5421247
The man is riding a horse by a creek,A horse is being ridden by a man,4.125,4.2117305
A cat is playing a piano funnily,A cat is playing a piano,4.375,5.0
A cat is playing a piano,The cat is playing keyboards,4.125,3.9479475
A cat is playing a piano funnily,A cat is playing keyboards,3.625,4.291986
A cat is playing a piano,A cat is playing keyboards,4.25,4.2330356
The man is walking along a path through the wilderness,The man is not walking along a path through the wilderness,3.5,2.7359216
A man from the wilderness is on a walking path,The man is walking along a path through the wilderness,3.875,3.7361708
A man from the wilderness is on a walking path,A man is walking down a road,3.0,2.7143667
A man is stopping in the middle of a road,The man is walking along a path through the wilderness,2.125,2.5676117
A man is coming out of the water,A person is coming out of the water,4.625,4.239804
A man is escaping a rising swamp,A man is rising from a swamp,3.0,4.2094765
A man is rising from a swamp,A person is coming out of the water,3.25,3.1887903
A man is rising from a swamp,A man is coming out of the water,4.125,3.5491009
A man is dancing upside-down on the ceiling,A man is idling on the floor,1.75,2.530645
There is no man dancing,A man is dancing,4.25,3.35498
There is no man dancing,A man is singing,2.375,3.549318
There is no man exercising,A girl is exercising,1.5000000000000002,2.044835
A man is playing the guitar,A man is packing the guitar,3.125,3.087857
The women are not dancing outside,The women are dancing outside,2.875,3.4758048
The women are dancing outside,A few people are dancing,4.125,3.0029547
There is no group of people dancing,The women are dancing outside,3.0,1.7670772
The women are dancing outside,A group of people are dancing,3.5,3.272501
Two men are doing a funny skit with a boxer in front of a crowd of people,"Two men are doing a skit, which is very funny, with a boxer in front of a crowd of people",5.0,4.4614434
Two men are doing a funny skit with a boxer in front of a crowd of people,Two men with a dog are boring a crowd of people,2.875,2.6305783
Boys are dancing in front of some people,A funny crowd of people is doing a skit of two boxing men,0.4999999999999999,2.306907
Boys are dancing in front of some people,Two men are doing a funny skit with a boxer in front of a crowd of people,1.5000000000000002,1.333199
A boy is attentively looking at a calendar,A boy is looking at a calendar,4.5,4.4496155
A biker is riding away from a fence,A biker is riding along the top of a fence,3.125,3.6525626
The boy is riding a bike on the top of a metal fence,The riders are fencing in a boy's metal bike,2.0,3.9701712
The boy is not riding a bike on the top of a metal fence,A biker is riding along the top of a fence,2.375,2.5158308
A biker is riding away from a fence,The boy is riding a bike on the top of a metal fence,2.375,2.9110913
A woman is washing a big pepper,A woman is slicing a big pepper,3.625,3.8488781
A girl is falling asleep,A girl is waking up,3.0,2.2884557
A woman is peeling a potato,The woman is peeling a potato,5.0,4.8914185
A woman is peeling a potato,A woman is refrigerating a potato,3.375,3.9482331
A woman is slicing a tomato,The woman is peeling a potato,2.875,2.4587355
A man is climbing up a rope,The man is not climbing up a rope,3.875,2.785
A man is recklessly climbing a rope,A man is climbing up a rope,4.125,4.492681
A man is climbing up a rope,A man is being roped before climbing,3.125,3.1883483
A man is climbing a rope,A man is climbing up a rope,4.75,4.4924445
The lady is picking up the kangaroo,The woman is picking up the kangaroo,4.875,4.8185687
The woman is picking up the kangaroo,The kangaroo is picking up the woman,3.5,2.3023274
The woman is not picking up a baby kangaroo,The woman is picking up the kangaroo,3.0,2.892808
A person is riding a jetski in the waves,There is no person riding a jetski in the waves,3.75,3.253954
A person is riding a jetski in the waves,A Seadoo is being ridden by a woman,3.625,4.0832357
A person is riding a jetski in the waves,A woman is riding a Seadoo,4.0,3.804513
A man is slowly dancing on the road,A man is dancing,4.25,3.5520072
A man is dancing,There is no man dancing on the road,2.75,1.7474906
A man is dancing on the road,A person is dancing,3.625,4.0370126
The man is running on the road,A dog is running on the road,2.75,2.7415261
A man is running on the road,A dog is running breathlessly on the road,2.0,2.7171373
One man is riding a horse,The man is riding a horse,5.0,4.747463
The man is not riding a horse,The man is riding a horse,4.0,3.8449838
One man is riding a horse,A man is riding a horse,4.625,4.815537
The person is not drawing,The person is drawing,3.625,2.7709575
A picture is being drawn by a man,The person is drawing,3.875,3.588463
Someone is beautifully playing the piano,Someone is playing the guitar,2.5,2.6320872
A man is eating a pizza,A pizza is being eaten by a man,4.875,4.2416096
A cute panda is lying down,A panda that is cute is lying down,4.875,4.6985183
The panda bear is not lying on the logs,A cute panda is lying down,4.125,2.1543653
The panda bear is lying on the logs,A cute panda is not lying down,3.375,2.8820329
There is no dog bouncing on a trampoline,A dog is bouncing on a trampoline,3.0,3.46899
There is no dog bouncing on a trampoline,A dog is jumping on a trampoline,3.375,3.3916333
A man is doing back flips on a trampoline,A man is jumping on a trampoline,4.125,3.1784081
A man is doing back flips on a trampoline,There are no kids jumping on a trampoline,2.625,3.6972246
There is no man doing back flips on a trampoline,Several kids are jumping on a trampoline,2.75,2.0294232
A woman is slicing an onion,A woman is cutting an onion,4.875,4.8119793
A woman is cutting meat,A woman is slicing an onion,2.25,3.2683918
A man is playing a wooden flute,A wooden flute is being played by a man,5.0,4.4684377
There is no man playing a wooden flute,A man is playing the piano,2.0187500000000003,1.5355484
The man is cleaning the drawing on the board,The man is erasing the other man's work from the board,3.5,2.4974303
The woman is erasing the drawing on the board,The man is erasing the other man's work from the board,3.25,2.312234
The man is erasing the other man's work from the board,The man is erasing the drawing on the board,3.75,2.8412247
An eggplant is being sliced by a woman,A woman is cutting a vegetable,3.875,4.374889
A dog is eating a doll,A dog is biting a doll,4.125,3.8572924
A man is praying fervently,A man is praying,4.25,4.5356693
A man is performing a dance,A man is praying,1.375,1.0756845
A man is praying,There is no man dancing,0.7500000000000001,1.6865897
A man is dancing,A man is praying,1.75,0.8766579
A man is slicing some bread,A person is slicing a piece of bread,4.5,4.3708453
The animal with big eyes is voraciously eating,The animal with big eyes is eating,4.25,4.6565585
The animal with big eyes is sleeping,The animal with big eyes is eating,2.75,2.556683
The animal with big eyes is eating,A lemur is eating,3.875,3.8304505
Two people are talking,Two men are playing guitar,1.0,1.5103494
Two girls are playing guitar,Two men are talking,0.66875,1.733846
There is no man playing an electronic keyboard,A man is playing an electronic keyboard,2.75,2.6017087
A man is playing a flute,An electronic keyboard is being played by a man,2.375,2.0171914
A song is being sung by a clown,A clown is singing,4.75,3.6983263
A clown is singing and people are dancing,A clown is singing,4.25,3.409782
The horse is being ridden by the girl,The girl is spraying the plants with water,0.4999999999999999,0.8732506
The girl is spraying the plants with water,The girl is riding the horse,0.375,0.5604342
There is no man rapidly chopping some mushrooms with a knife,A man is rapidly chopping some mushrooms with a knife,3.625,3.9356172
A person is not quickly chopping mushrooms with a knife,A man is rapidly chopping some mushrooms with a knife,3.75,3.4145093
A man is quickly chopping some mushrooms with a knife,A person is quickly chopping mushrooms with a knife,4.25,4.598112
A man and a woman are shaking hands,Two persons are shaking hands,4.625,3.732738
An old woman is shaking hands with a man,An woman that is old is shaking hands with a man,4.875,4.3776135
A young woman is shaking hands with a man,A man and a woman are shaking hands,4.25,3.743905
There is no woman chopping up an octopus,A woman is chopping up an octopus,3.0,3.498277
The man is cutting cooked octopus,The woman is cutting cooked octopus,3.5,3.5908241
The man is cutting cooked octopus,A woman is chopping up an octopus,3.85625,2.9263237
The woman is cutting cooked octopus,A woman is chopping up an octopus,4.25,4.021871
A plane is landing,A plane is taking off,3.0,4.3163247
A man is shooting guns,A man is shooting a weapon,4.75,3.6989465
A man is shooting guns,A woman is not riding a horse,0.0,0.033480346
A man is cutting a potato,There is no man cutting a potato,3.25,3.4872699
A woman is cutting a tomato,A man is cutting a tomato,3.25,3.232084
A man is slicing a potato,A woman is cutting a tomato,1.75,2.311045
A woman is cutting a tomato,A man is cutting a potato,2.125,2.6868956
The woman is drawing a man,A man is drawing,1.875,2.048953
The man is drawing,There is no man drawing,3.0,2.854146
A man is drawing,The man is drawing,5.0,3.9245424
A man is picking a can,A woman is slicing a tomato,0.4999999999999999,0.52655494
Someone is peeling a banana,A man is eating a fruit,2.25,3.7723758
A dog is barking noisily,A dog is barking,4.75,4.4273376
A person is tearing paper,A person is tearing sheets,3.375,3.9387202
A man is cutting himself with a piece of paper,A person is tearing paper,1.25,2.3957248
A man is playing a guitar,There is no one playing a piano,2.125,1.6320248
A man is untying a shoe,A man is tying a shoe,2.5,3.845638
A guy is not riding a horse,A guy is riding a horse,3.875,3.622026
A man is riding a horse on the beach,A man is riding a horse in the desert,3.125,4.4768777
A man is riding a horse in the desert,A guy is riding a horse,4.125,4.1470394
The man is not cutting a paper plate,The man is cutting a paper plate,2.875,3.1867716
A man is cutting a paper plate,A paper plate is being cut by the man,5.0,4.5054913
Some old women are talking,Some women are talking,4.25,4.5851073
A man is playing an instrument,A woman is putting on lipstick,0.1250000000000001,0.31352538
A man is singing to a girl,A man is singing to a woman,4.0,4.7311387
The rhino is grazing on the grass,The rhino is being fed on the grass,4.1875,4.01864
There is no rhino grazing in a field,The rhino is grazing on the grass,3.125,2.4951909
A man and a woman are running together and holding hands,A couple is running and holding hands,4.3125,4.566819
A man and a woman are running together and holding hands,A man and a woman are standing together and holding hands,3.25,3.6112037
A man and a woman are running together and holding hands,A couple is running towards the ocean,3.25,3.1026025
A man is punching a soccer ball,A man is mixing the content of a bowl,0.2499999999999999,0.41752625
The woman is pouring oil into the pan,Oil is being poured into the pan by the woman,5.0,4.941636
Oil is being poured into the pan by the woman,The boy is playing the piano,0.0,0.09402093
The boy is not playing the piano,The woman is pouring oil into the pan,0.0,0.0042822957
The doctor is not helping the patient,The doctors are reviving a man,2.625,2.7273052
The doctors are healing a man,The doctor is helping the patient,4.0,3.099441
A woman is being massaged by a man,A man is massaging a woman,4.875,3.576438
A man is riding a horse,There is no man riding a horse,4.25,3.3038657
A cat is crawling under a piece of furniture,An animal is crawling under a piece of furniture,4.25,3.5748506
A cat is crawling under a piece of furniture,A cat is sliding upside down under a couch,3.375,3.2500517
A man is riding a horse,A horse is being ridden by a woman,3.2687500000000003,3.05133
A man is shaking a container over a sink in the kitchen,There is no man shaking a container over a sink in the kitchen,3.0,3.6981523
Some men are fighting,A group of men is fighting,4.375,3.4842973
Two men are not fighting,Some men are fighting,3.75,3.6834507
A group of men is fighting,Two men are fighting,3.75,4.446963
A couple of policewomen are singing karaoke,A couple of policewomen are singing,4.0,4.3760285
There is no policewoman singing at karaoke,A couple of policewomen are singing karaoke,3.25,2.30848
An animal is being ridden by a woman,A woman is riding a horse,3.875,4.445924
A hamster is singing,A small animal is singing,4.25,4.641543
A man is driving a car,A car is being driven by a man,4.75,4.7899923
There is no boy cutting grass with scissors,A boy is cutting grass with scissors,3.125,3.798837
A man is playing a violin,There is no man playing a violin,3.5,3.420983
The baby is not laughing and crawling,The baby is laughing and crawling,3.25,3.040983
The baby is laughing and crawling,A violin is being played by a man,0.0,0.1150575
A man is playing a harp,A harp is being played by a man,4.875,5.0
A keyboard is being played by a man,A man is playing a harp,1.75,2.3827064
A harp is being played by a man,A man is playing a keyboard,2.625,2.5511663
A man is cutting a cord with a sword,A man is cutting a rope with a sword,4.375,4.3859777
A man is tying a thick rope,A man is cutting a thick rope with a sword,2.4,2.6214528
There is no man walking along a path through a wilderness,A man is walking along a path through a wilderness,3.875,2.9305599
A woman is cutting a potato,An onion is being sliced by a woman,2.75,1.3702254
A woman is slicing an onion,A woman is slicing a potato,2.375,2.234776
A man is drilling a hole in a piece of wood,A man is drilling a hole with a piece of wood,3.5,4.692265
Nobody is drilling a hole in a strip of wood with a power drill,Someone is drilling a hole in a strip of wood with a power drill,3.5,3.4671857
Someone is drilling a hole in a strip of wood with a power drill,A man is closing a hole in a piece of wood,2.5,3.7388494
A man is drilling a hole with a piece of wood,Someone is drilling a hole in a strip of wood with a power drill,3.375,4.092954
A woman is slicing garlic,A woman is cutting garlic,4.875,4.5025816
A man is showing off a small monkey,A man is exhibiting a small monkey,4.5,3.3499596
A man is holding a small animal in one hand,A man is exhibiting a small monkey,3.33125,4.09331
A man is holding a small animal in one hand,A man is hiding a small monkey,3.375,4.1123633
A group of boys is playing soccer on the seashore,A group of boys is playing soccer on the beach,4.625,4.4618397
A group of boys is not playing soccer on the beach,A group of boys is playing soccer on the beach,3.125,2.8508632
