sentence1,sentence2,similarity,predicted_similarity
The camera man is nailing a hammer to the wall,Someone is banging a camera lens against a nail,1.6249999999999998,2.5963328
A person is eating a cut onion,A person is cutting an onion,3.25,4.828774
A person is wrapping up an onion,A person is cutting an onion,3.125,3.728243
A thin lady is piecing together oriental carrot cuts,A woman is slicing a carrot,2.875,3.4264152
There is no woman slicing a carrot,The oriental lady is cutting a carrot into thin pieces,1.75,2.6378849
A man is pouring a plate of shredded cheese into a pot of sauce,A man is taking a plate of shredded cheese off of a pot of sauce,3.625,3.4414403
A man is pouring a plate of shredded cheese into a pot of sauce,A man is pouring a pot of cheese sauce into a shredded plate,2.5,4.5860662
The lady is adding cheese to the sauce,The woman is removing cheese from the sauce,3.0,2.642071
A person by some cameras is blowing on a burning torch,A person is burning some cameras with a blow torch,2.875,3.4082432
There is no person setting fire to the cameras,The person is setting fire to the cameras,2.625,2.9964685
A person is burning some cameras with a blow torch,The tall person is setting fire to the cameras,3.5,2.7469573
There is no person setting fire to the cameras,A person is burning some cameras with a blow torch,3.625,2.412081
The man isn't playing an acoustic guitar,The man is playing an acoustic guitar,4.0,3.542136
A man is playing the guitar,The man isn't playing an acoustic guitar,3.5,3.0351493
The man is playing an acoustic guitar,One man is playing the guitar,3.875,4.287484
The man is playing an acoustic guitar,A man is playing the guitar,4.5,4.361547
A person is slicing a carrot into pieces,A person is dicing an onion,2.375,2.1333141
A person is cutting an onion into pieces,A person is slicing a carrot into pieces,3.0,2.804242
The man is slicing a potato,The person is carefully slicing a potato,4.0,4.0540514
The man is slicing the potato,The man is wrapping a potato,3.25,3.503866
The man is cooking slices of potato,The man is slicing the potato,3.5,3.9347186
The woman is holding a whole tomato,The lady is slicing a tomato,3.375,3.618363
The lady is slicing a tomato,Someone is cutting a tomato,4.625,4.039165
A man is racing,A man is running,3.875,2.785358
The man is playing the piano with his nose,There is no man playing the piano with his nose,2.375,3.0792265
The man is playing the piano with his nose,The keyboard is being played with his nose by a man,4.0,3.8008618
A man is idling,The man is playing the piano with his nose,0.625,0.7859787
A baby rhino is walking around a pen with its mother,A mother is giving the baby a pen with a walking rhino on it,1.375,3.1761413
There is no man riding a motorcycle through the town,A man is riding a motorcycle,2.75,3.3166008
A man is riding a motorcycle through the town,A man is getting off the motorcycle,2.3312500000000003,3.0935519
A group of people is singing,A few people are singing,4.5,3.812162
Some people are singing,Some persons are singing,4.875,3.9639246
Some people are singing,Some people are silent,3.625,2.3235419
The man is playing a guitar,A guitar is being played by the man,4.875,4.060585
The man is playing a guitar,The man is not playing a guitar,2.75,3.1891503
The man is playing a guitar,A man is playing a trumpet brightly,1.75,2.4337428
A woman is dancing in a cage,There is no woman dancing in a cage,3.375,3.4613006
People are not riding and paddling a raft,People are riding and paddling a raft,3.25,3.0491903
People are riding and paddling a raft,Nobody is floating on a raft,3.875,2.4585338
A cat is walking away from some corn,A cat is eating some corn,2.125,3.6660635
A cat is eating corn on the cob,The cat is eating some corn,4.5,3.995418
The person isn't slicing a vegetable,The person is slicing a vegetable,3.85625,3.21721
The person is quickly slicing a vegetable,Someone is slicing a tomato,3.5,2.661222
Someone is cutting a tomato,The person is slicing a vegetable,4.5,4.0015607
There is no little girl playing a grand piano on stage,A little girl is playing a grand piano on stage,2.25,3.3164062
A little girl is playing a grand piano on stage,"A girl, who is little, is playing the piano",4.375,3.9115555
A little girl is playing a grand piano on stage,A little girl is playing the piano,4.25,4.0485044
The man is dancing frantically,The man is dancing,4.125,3.685708
A man is playing a bamboo flute,A flute is being played by the man,4.125,4.160837
A man is playing a bamboo flute,The man is not playing a flute,3.125,3.0811481
A tiger is walking around with no aim,A tiger is walking around a cage,3.5,3.3689694
A tiger is sitting,A tiger is walking around a cage,2.375,2.3482788
A tiger is aimlessly walking around,A tiger is walking around a cage,4.0,3.94129
A tiger is walking around aimlessly,A tiger is pacing around a cage,4.25,3.1788542
A tiger is walking outside a cage,A tiger is walking around aimlessly,3.375,3.3705919
A monkey is brushing the dog,The monkey is brushing the dog,5.0,3.9544272
A bull dog is being brushed by the monkey,A monkey is brushing the dog,4.0,3.9928193
A monkey is brushing the dog,A bull dog is brushing the monkey,3.0,3.9429317
The woman is dicing onions,There is no woman cutting an onion,2.75,3.322843
A man is wearing a hard hat and dancing,A man is wearing a hat which is hard and is dancing,4.875,3.928242
A man is wearing a hard hat and dancing,A man is naked and standing still,1.125,1.0524771
A man is wearing a hard hat and dancing,There is no man with a hard hat dancing,3.25,2.9500513
A man is dancing with a worn hard hat,A man with a hard hat is dancing,4.375,4.2143497
A man is wearing a hard hat and dancing,A man with a hard hat is dancing,4.625,3.439068
Two boys are studying,Two boys on a couch are playing video games,1.6249999999999998,2.8805056
A woman is cutting a potato,A woman is slicing a potato,5.0,4.344971
The man is not slicing vegetables,A woman is slicing a potato,3.0,1.4538429
The man is slicing vegetables,A woman is slicing a potato,2.5,2.561173
The lady is breaking an egg for the mixer,The lady is cracking an egg for the mixer,4.875,3.632007
A man is getting off the car,A man is getting into a car,3.875,3.4035225
A man is hurriedly getting into a car in a garage,A man is getting into a car in a garage,4.625,4.1103163
A man is getting a garage for the car,A man is getting into a car,2.125,3.387524
A man is getting into a car in a garage,A man is getting into a car,4.0,3.7634614
The person is slicing a clove of garlic into pieces,The person is not slicing a clove of garlic into pieces,2.5,3.6273704
A person is cutting a capsicum into pieces,The person is not slicing a clove of garlic into pieces,3.125,2.390027
A capsicum is being cut into pieces by a person,The person is slicing a clove of garlic into pieces,2.25,2.8497534
A woman is drying noodles,A person is boiling noodles,3.0,2.7861946
The man is kicking a boxing trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,4.0,3.3006594
A woman on a boulder is lying on a blanket and reading a book,A seated woman is singing a song and playing the guitar,2.0,0.1882634
A seated woman is singing a song and playing the guitar,A woman on a rock is standing and looking around,0.875,1.3266346
A woman on a rock is lying on a blanket and reading a book,"A woman, who is seated, is singing a song and playing the guitar",1.0,0.37203357
A woman on a rock is lying on a blanket and reading a book,There is no seated woman singing a song and playing the guitar,1.375,0.14391136
A man is packing away an acoustic guitar,A man is playing an acoustic guitar,3.25,3.3657246
The woman is playing an electric guitar,A man is playing a guitar that is acoustic,3.125,2.8793657
The woman is cracking eggs into a bowl,Eggs are being cracked into a bowl by the woman,5.0,4.0780363
The woman is storing away the eggs,The woman is cracking eggs into a bowl,3.25,2.41784
The lady is breaking raw eggs into a bowl,The woman is cracking eggs into a bowl,4.625,4.281281
Some people who play soccer are kicking a soccer ball into the goal,A soccer player is scoring a goal,3.875,3.8826294
A man and a woman are eating happily,A man and a woman are eating,3.75,4.088318
A person is pouring oil made with olives into a pot on the stove,A person is pouring olive oil into a pot on the stove,4.875,3.17746
A person is pouring oil for cooking into a pot,A person is pouring cooking oil into a pot,5.0,3.7956023
A woman is walking the dog down the street,The woman is walking the dog down the street ,4.875,4.1104445
A woman is walking the dog down the street,A woman is restraining the dog,3.5,2.9357758
The woman is not walking the dog,The woman is walking the dog,3.5,2.9818506
A woman is walking the dog down the street,The dog is being walked by the woman,4.64375,3.7298028
The woman is walking the dog down the street ,The woman is walking the dog,4.375,3.8981853
A guinea pig is devouring a carrot,A guinea pig is eating a carrot,5.0,4.199267
"A guinea pig, which is small, is gnawing and eating a piece of carrot on the floor",A guinea pig is eating a carrot,4.25,3.8801482
A small guinea pig is gnawing and eating a piece of carrot on the floor,A guinea pig is devouring a carrot,4.375,3.3939288
A man is slicing a carrot with a knife,The woman is not slicing an onion,2.125,1.0163636
A plane is taking off,A plane is landing,3.5,3.645201
A cartoon airplane is landing,A plane is landing,4.125,4.514653
A plane is landing,An animated airplane is taking off,2.125,2.4874763
An animated airplane is landing,A plane is taking off,2.125,2.4448962
The girl is using an eye pencil on her eyelid,The girl is using a pencil for the eyes on her eyelid,4.875,3.8866158
The woman is penciling on eyeshadow,The woman is not penciling on eyeshadow,3.875,3.5740874
A little girl is playing a grand piano on stage,A girl is playing the piano,4.125,3.9516559
Two cats are playfully fighting each other,Two cats are fighting each other,4.25,4.1410055
Two cats are lying together,Two cats are fighting each other,2.5,2.641125
Two cats are playfully fighting each other,The cats are playing with each other,4.25,2.928492
There is no man riding a mechanical bull,A man is riding a mechanical bull,4.25,3.0261502
The man is riding a mechanical bull,A person is riding a mechanical bull,4.375,4.1508746
A woman is putting down a flute,The woman is playing the flute,2.75,3.4585924
A tree is being cut by a man with an axe,A man is cutting a tree with an axe,4.875,4.1650825
A man is cutting a tree with an axe,A man is watering a tree,2.0,2.0911567
A girl is applying makeup to her face,The girl is applying makeup to her face,4.875,4.03744
A girl is applying makeup to her face,There is no girl applying makeup to her face,4.125,3.2609098
A girl is applying makeup to her face,There is no woman putting on makeup,2.625,2.9477162
There is no girl applying makeup to her face,A woman is putting on makeup,3.75,2.9289398
A girl is applying makeup to her face,A woman is putting on makeup,3.125,3.5435216
The herd of caribous is crossing a road quickly,The herd of caribous is crossing a road,4.0,3.6582744
The woman is dicing a carrot,A woman is slicing an onion,1.875,3.601229
Two men are fighting in a cattle pen,Two men are fighting in a pen for cattle,4.5,4.109018
Two men are fighting in a cattle pen,Two men are outside a cattle pen,2.5,3.5429192
The man is eating a banana by a tree,There is no man eating a banana,4.0,3.2166595
The man is eating a banana by a tree,A man is eating a banana,4.375,4.4552283
A big green ball is knocking a potato,"A ball, which is green and big, is knocking a potato",4.875,3.8654258
A large green ball is missing a potato,A large green ball is hitting a potato,3.125,3.6761227
A large green ball is hitting a potato,A big potato is knocking a green ball,3.875,3.861333
Two teams are enthusiastically playing soccer,Two teams are playing soccer,4.625,4.1202707
A boy is comfortably sitting in a room and playing a piano by a lamp,A boy is playing a keyboard,3.625,3.4806027
There is no woman playing an electric guitar,A man is playing a guitar,3.25,2.5080874
A woman is playing an electric guitar,A man is laying down a guitar,1.6249999999999998,1.83812
A man in a suit is standing at a microphone and singing,The man in a suit is standing at a microphone and singing,5.0,3.6610742
The man on stage is passionately singing into the microphone,The man on stage is singing into the microphone,4.5,4.1109095
The man is staging a microphone and is singing,The man on stage is singing into the microphone,3.0,2.8235357
A man in a suit is standing at a microphone and singing,The man on stage is passionately singing into the microphone,4.0,3.0505772
Three young girls are dancing in the room,Some teenage girls are dancing for the camera,3.375,3.1872728
Three teenage girls are idling in the room,Some teenage girls are dancing for the camera,2.625,2.499772
A few children are jumping on a trampoline,Two boy are playing on a trampoline,3.875,4.099328
The puppy is playing with a plastic container,The puppy is playing with a container made of plastic,5.0,4.404591
A man is athletically jumping a wall,A man is jumping a wall,4.375,4.0651274
A man is jumping onto a low wall,A man is standing in front of a wall,2.5,2.3335638
The man is pouring oil into a pan,A man is pouring oil into a pan,5.0,3.9932923
A man is pouring oil into a skillet,Oil is being poured into a skillet by a man,5.0,3.661548
A man is pouring oil into a skillet,A man is taking the oil out off a skillet,2.625,2.8419056
The person is brushing a cat,A person is brushing a cat,5.0,4.628068
A person is combing the fur of a cat,The fur of a cat is being combed by a person,4.875,3.5079226
A person is combing the fur of a cat,The person is brushing a cat,4.125,3.4455764
Nobody is brushing a cat,A person is combing the fur of a cat,3.375,3.6871936
A woman is chopping broccoli,The woman is not chopping garlic,2.625,2.1475248
There is no woman dancing,Some women are dancing,3.25,2.7052114
Three men are dancing,There is no woman dancing,2.41875,2.1255236
A man is sitting on the floor in a room and strumming a guitar,A man is sitting on the floor and is playing a guitar,4.5625,3.9050758
There is no man eating some food,A man is eating some food,2.875,3.3236337
The man is fasting,The man is eating,2.75,3.0814693
The man is eating,A man is eating some food,4.625,3.3381402
There is no woman using an eye pencil and applying eye liner to her eyelid,A woman is using an eye pencil and is applying eye liner to her eyelid,3.5,3.3136148
A baby is sneezing and scaring another baby,A baby is cheering another baby,2.875,2.4682121
A baby is crawling happily,A baby is sneezing and frightening another baby,1.6249999999999998,1.4878027
The monkey is being trained in martial arts,The monkey is practicing martial arts,4.125,3.6413176
The monkey is being trained in martial arts,A monkey is kicking at the gloved hand of a person,2.75,1.9937043
A monkey is kicking at the gloved hand of a person,The monkey isn't practicing martial arts,2.75,2.4372056
The man is not cutting the tape on the box,A man is cutting a box,2.625,3.0543454
A kid is practicing with an instrument,A kid is playing an instrument,4.375,3.9486175
There is no young boy playing a wind instrument,A young boy is playing a wind instrument,4.125,3.6181242
A kid is throwing away an instrument,A young boy is playing a wind instrument,2.25,2.8223498
A man is trekking in the woods,The man is not hiking in the woods,3.5,3.2913985
The man is slicing a tomato,A woman is slicing a carrot,2.5,2.4403899
A man is slicing a tomato,A woman is slicing a carrot,2.5,2.415552
A lady is mixing a meat mixture in a bowl,A lady is mixing a mixture of meat in a bowl,5.0,4.4712763
The lady is stirring meat in a bowl,A lady is mixing a meat mixture in a bowl,4.25,4.5473666
A lady is mixing a meat mixture in a bowl,The woman is not stirring meat in a bowl,3.0,3.094296
A lady is mixing a meat mixture in a bowl,The woman is stirring meat in a bowl,4.5,4.0523367
The woman is squeezing juice out of a lemon,A woman is squeezing juice out of a lemon,4.875,4.4263716
A woman is squeezing juice out of a lemon,There is no woman squeezing juice out of a lemon,3.25,3.378046
A kitten is playing with a toy made of blue rope,The kitten is playing with a toy,4.5,3.9804814
A boy is walking across a bridge,A man is walking slowly across a rope bridge,3.125,2.637268
A boy is running away from the fishing line,A young man is running away from the fishing line,3.875,3.0075352
A boy is running away from the fishing line,A boy is running towards the fishing line,3.75,3.34322
A boy is running away from the fishing line,There is no boy hanging a fishing rod and running in front of a fish,2.75,2.3692384
A boy is running away from the fishing line,A boy is hanging a fishing rod and running in front of a fish ,3.25,2.8574665
An animal is resting,An animal is running in circles,2.875,3.5438757
A squirrel is running in circles,An animal is running tiredly in circles,3.625,4.0782676
An animal is resting,A squirrel is running in circles,0.875,1.404458
A squirrel is running in circles,An animal is running in circles,4.25,3.9876873
A woman is putting two eggs into a pot of water,A woman is boiling eggs,4.0,3.9761133
A man is playing the guitar,A man is dropping the guitar,2.75,3.1039796
There is no person kicking a soccer ball between somebody's feet,A person is kicking a soccer ball between their feet,2.75,3.2834828
A child is running in and out of the ocean waves,A boy is waving at some young runners from the ocean,2.625,3.4673705
The south African plane is flying in a blue sky,"The plane, which is south African, is flying in a blue sky",4.875,4.1082373
A woman is cooking a breaded pork chop,The woman is not frying a breaded pork chop,3.75,3.1171832
The man is slicing bread,The man is putting away the bread,2.625,3.1170788
Bread is being sliced by the man,The woman is slicing herbs,1.0,2.5096223
The man is putting away the bread,The woman is slicing herbs,0.2499999999999999,0.64652854
The woman is slicing herbs,The man is slicing bread,1.125,2.7622147
A top violin player is standing on the roof over a man,A man is standing on a roof top and playing a violin,3.25,3.3839133
Someone is putting away a keyboard,Someone is typing on a keyboard,2.89375,3.0032325
A woman is absently peeling a potato,A woman is peeling a potato,4.5,3.8658328
A woman is peeling a potato,A woman is putting away a potato,3.75,2.7064896
Someone is cleaning an animal,Someone is cleansing an animal,4.375,4.197134
A woman is riding a water scooter,A woman is riding a scooter for water,3.875,3.9240155
A woman is riding a water scooter,A woman is riding a scooter towards the water,3.51875,3.9779696
The boy is speedily riding a tricycle,The boy is riding a tricycle,4.231249999999999,4.0950346
The boy is not riding a tricycle,A woman is riding a water scooter,0.4999999999999999,0.0
The woman is stirring eggs in a bowl,Somebody is beating an egg,4.0,3.06129
A person is unfolding a tortilla,A man is folding a tortilla,3.25,2.5045178
A man is folding a tortilla,A person is folding a tortilla,4.625,3.6056697
A man is freeing a fish,A man is catching a fish,3.75,3.392704
A big fish is catching a man,A man is catching a fish,2.0,4.458325
A woman is carefully deboning a fish,A man is catching a fish,0.4999999999999999,1.3357855
A man is catching a fish,A woman is deboning a fish,3.0,1.4828482
A man is playing a harp,A violin is being played by a man,2.125,3.1295834
A person is wiping butter on a tray,There is no person buttering a tray,3.625,3.068045
One woman is handing volleyballs to another woman,One woman is denying the volleyballs to another woman,2.75,3.2062857
One woman is handing volleyballs to another woman,A woman is serving volleyballs over a net,3.25,3.1041772
A man is chopping a log with an axe,There is no man chopping a log with an axe,2.875,3.164635
The man is not chopping a tree trunk with an axe,The man is chopping a tree trunk with an axe,3.625,3.0718157
A guitar is being passionately played by a man,A man is playing a guitar,4.375,4.3843536
A woman is thinking of a man,A man is thinking,3.0625,4.1790223
"A cat with a white coat, perched on a small wooden cabinet, is looking outside the window",A white cat perched on a small wooden cabinet is looking outside the window,4.75,3.8908234
The cat perched on the table is looking out the window,Someone on a perch is looking at a small wooden cat that is on a white cabinet outside the window ,2.375,2.606114
A white cat perched on a small wooden cabinet is looking outside the window,The cat perched on the table is looking out the window,3.75,3.3210735
The dog is licking the baby,A dog is licking a baby,5.0,3.905614
A woman is putting away the garlic,The woman is dicing garlic,3.25,3.0827
A woman is dancing,There is no woman dancing,2.375,3.0676458
A person is jotting something with a pencil,The person is writing with a pencil,4.875,3.9577396
The person is not writing with a pencil,The person is writing with a pencil,3.0,3.0206492
The person is writing with a pencil,The person is writing,4.75,4.032718
There is no person writing,The person is writing with a pencil,2.5,2.019651
Someone is boiling okra in a pot,Someone is being boiled with okra in a pot,2.125,4.213189
Someone is cooking okra in a pan,Somebody is boiling okra in a pot,3.64375,4.017047
A man is dancing,A man is speaking,1.125,2.188145
A squirrel is crazily spinning around in circles,A squirrel is spinning around in circles,4.5,4.1170325
A squirrel is running around in circles,An animal is running around in circles,4.5,4.0215225
A squirrel is lying down,A squirrel is running around in circles,2.375,2.647505
A squirrel is running around in circles,A runner is circling a squirrel,2.625,3.4650156
A squirrel is spinning around in circles,A squirrel is lying down,2.0,3.0421867
Some paper is being cut,Paper is being cut with scissors,4.875,3.4075894
The piece of paper is being cut,There is no paper being cut with scissors,4.0,2.836345
A man is playing a flute,The man is not playing the guitar,2.625,1.7760786
A man is putting down the flute,The man is playing a guitar,1.875,1.4199979
A man is playing the drum,The drums are being played by a man,4.75,3.55941
A man is lazing,A man is doing exercises,2.25,2.0435338
The man is doing floor exercises,A man doing exercises is being floored,2.25,4.2689824
The man is doing floor exercises,A man is doing exercises,4.125,3.9725792
A man is riding a bicycle,There is no monkey riding a bike,2.0,0.7679047
The fish are immobile,A fish is swimming,3.5,3.8759735
Some fish are swimming,A fish is not swimming,3.625,2.8554065
A pan is being dropped over the meat,The meat is being dropped into a pan,3.16875,3.598784
A frog is being handled by the woman,The woman is handling a frog,5.0,3.9556172
A man is holding a frog,A frog is being handled by the woman,3.125,2.3619008
The woman is handling a frog,A person is holding a frog,4.0,3.5379522
Four young men are standing still and a car is exploding behind them,The boys are not standing in front of the burning car,2.375,2.645
The boys are standing and burning a car,Four young men are standing still and a car is exploding behind them,2.85625,3.0872715
Four young men are standing still and a car is exploding behind them,The boys are standing in front of the burning car,2.875,2.8685691
A boy is filling a pitcher with water,A woman is emptying the water from a mug,1.0,1.9737567
A woman is collecting tap water in a mug,There is no boy filling a pitcher with water,2.0,1.764669
A boy is filling a pitcher with water,A woman is collecting tap water in a mug,1.6249999999999998,2.4146059
There is no man walking in the rain,A man is walking in the rain,3.125,3.1546512
Racers are running down a track,There are no racers running down a track,3.375,3.2986245
The men are not putting suitcases into the trunk of a car ,The men are packing suitcases into the trunk of a car,2.625,3.5082183
A woman is putting on eyeshadow,Eyeshadow is being put on by a woman,5.0,4.425452
A woman is putting make-up on,The woman is removing make-up,2.39375,0.682058
A toy train is striking a toy car,There is no toy train striking a toy car,2.625,3.1406226
The person is not slicing onions,The person is slicing onions,3.625,3.2867174
Several swimmers are jumping into the water,Several jumpers are swimming in the water,3.625,3.432749
Some swimmers are getting out of a lake,Swimmers are racing in a lake,3.0,2.8787029
A talented man is playing the guitar,A man is playing a guitar,4.375,4.076739
A woman is playing a guitar,A guitar is being played by a woman,4.625,4.0678654
The boy is studying a calendar,A boy is studying a calendar,5.0,4.4865165
There is no person throwing a cat at the ceiling,A person is throwing a cat at the ceiling,3.0,3.1487803
The woman is picking up and holding a baby kangaroo,A woman is dropping a baby kangaroo from her arms,3.25,2.7079344
A woman is staging a dance,A woman is dancing and a man is playing the keyboard,2.625,1.5386199
A woman is scrubbing a zucchini with a brush for vegetables,A woman is scrubbing a zucchini with a vegetable brush,4.75,4.6472015
A woman is scrubbing a zucchini with a brush for vegetables,A person is scrubbing a zucchini,4.5,4.483461
There is no woman scrubbing a zucchini with a vegetable brush,A person is scrubbing a zucchini,3.5,3.5435865
A man in a cap is playing a harp,A man is playing a guitar,1.5625,2.682847
A man is playing a guitar,A man in a hat is playing a harp,2.125,2.4640152
The woman with the knife is not slicing a pepper,A woman is slicing a green pepper,2.875,3.3195593
A woman is slicing a green pepper,The woman with a knife is slicing a pepper,4.25,3.998374
A woman is playing a flute,A woman is getting rid of a flute,3.0,2.876772
A woman is playing a flute,A woman is playing flute,4.875,4.312909
There is no man riding a horse,A man is riding a horse,3.625,3.039451
The man is riding a horse by a stream,A man is riding a horse,4.25,3.873993
A horse is being ridden in a creek by a man,A man is riding a horse,4.625,4.1335387
The man is riding a horse by a creek,A horse is being ridden by a man,4.125,4.4792438
A cat is playing a piano funnily,A cat is playing a piano,4.375,4.7572227
A cat is playing a piano,The cat is playing keyboards,4.125,3.9700954
A cat is playing a piano funnily,A cat is playing keyboards,3.625,4.554635
A cat is playing a piano,A cat is playing keyboards,4.25,4.1329007
The man is walking along a path through the wilderness,The man is not walking along a path through the wilderness,3.5,3.427151
A man from the wilderness is on a walking path,The man is walking along a path through the wilderness,3.875,3.720375
A man from the wilderness is on a walking path,A man is walking down a road,3.0,2.4988492
A man is stopping in the middle of a road,The man is walking along a path through the wilderness,2.125,2.252398
A man is coming out of the water,A person is coming out of the water,4.625,3.9140391
A man is escaping a rising swamp,A man is rising from a swamp,3.0,4.0178986
A man is rising from a swamp,A person is coming out of the water,3.25,2.6030867
A man is rising from a swamp,A man is coming out of the water,4.125,2.8555694
A man is dancing upside-down on the ceiling,A man is idling on the floor,1.75,1.821331
There is no man dancing,A man is dancing,4.25,3.1034667
There is no man dancing,A man is singing,2.375,1.5128986
There is no man exercising,A girl is exercising,1.5000000000000002,2.3700001
A man is playing the guitar,A man is packing the guitar,3.125,3.175483
The women are not dancing outside,The women are dancing outside,2.875,3.0341997
The women are dancing outside,A few people are dancing,4.125,3.454278
There is no group of people dancing,The women are dancing outside,3.0,1.9260513
The women are dancing outside,A group of people are dancing,3.5,3.2849264
Two men are doing a funny skit with a boxer in front of a crowd of people,"Two men are doing a skit, which is very funny, with a boxer in front of a crowd of people",5.0,3.3774734
Two men are doing a funny skit with a boxer in front of a crowd of people,Two men with a dog are boring a crowd of people,2.875,2.2009916
Boys are dancing in front of some people,A funny crowd of people is doing a skit of two boxing men,0.4999999999999999,0.7706055
Boys are dancing in front of some people,Two men are doing a funny skit with a boxer in front of a crowd of people,1.5000000000000002,1.3646712
A boy is attentively looking at a calendar,A boy is looking at a calendar,4.5,3.953185
A biker is riding away from a fence,A biker is riding along the top of a fence,3.125,3.124632
The boy is riding a bike on the top of a metal fence,The riders are fencing in a boy's metal bike,2.0,3.5696352
The boy is not riding a bike on the top of a metal fence,A biker is riding along the top of a fence,2.375,2.657138
A biker is riding away from a fence,The boy is riding a bike on the top of a metal fence,2.375,2.3709953
A woman is washing a big pepper,A woman is slicing a big pepper,3.625,4.054883
A girl is falling asleep,A girl is waking up,3.0,2.6619296
A woman is peeling a potato,The woman is peeling a potato,5.0,4.037138
A woman is peeling a potato,A woman is refrigerating a potato,3.375,3.4763746
A woman is slicing a tomato,The woman is peeling a potato,2.875,3.0967493
A man is climbing up a rope,The man is not climbing up a rope,3.875,3.0223613
A man is recklessly climbing a rope,A man is climbing up a rope,4.125,3.7402656
A man is climbing up a rope,A man is being roped before climbing,3.125,2.0486178
A man is climbing a rope,A man is climbing up a rope,4.75,3.6967864
The lady is picking up the kangaroo,The woman is picking up the kangaroo,4.875,3.892601
The woman is picking up the kangaroo,The kangaroo is picking up the woman,3.5,3.9252772
The woman is not picking up a baby kangaroo,The woman is picking up the kangaroo,3.0,3.405392
A person is riding a jetski in the waves,There is no person riding a jetski in the waves,3.75,3.3160155
A person is riding a jetski in the waves,A Seadoo is being ridden by a woman,3.625,3.800062
A person is riding a jetski in the waves,A woman is riding a Seadoo,4.0,3.9301515
A man is slowly dancing on the road,A man is dancing,4.25,3.8286378
A man is dancing,There is no man dancing on the road,2.75,2.9112303
A man is dancing on the road,A person is dancing,3.625,3.4642134
The man is running on the road,A dog is running on the road,2.75,2.0994382
A man is running on the road,A dog is running breathlessly on the road,2.0,1.8540808
One man is riding a horse,The man is riding a horse,5.0,4.2755775
The man is not riding a horse,The man is riding a horse,4.0,3.1479185
One man is riding a horse,A man is riding a horse,4.625,4.113464
The person is not drawing,The person is drawing,3.625,2.8925374
A picture is being drawn by a man,The person is drawing,3.875,2.4176712
Someone is beautifully playing the piano,Someone is playing the guitar,2.5,3.2919958
A man is eating a pizza,A pizza is being eaten by a man,4.875,4.2348194
A cute panda is lying down,A panda that is cute is lying down,4.875,3.3548868
The panda bear is not lying on the logs,A cute panda is lying down,4.125,2.6084352
The panda bear is lying on the logs,A cute panda is not lying down,3.375,2.4939046
There is no dog bouncing on a trampoline,A dog is bouncing on a trampoline,3.0,2.9966254
There is no dog bouncing on a trampoline,A dog is jumping on a trampoline,3.375,2.7926009
A man is doing back flips on a trampoline,A man is jumping on a trampoline,4.125,3.521826
A man is doing back flips on a trampoline,There are no kids jumping on a trampoline,2.625,2.5460548
There is no man doing back flips on a trampoline,Several kids are jumping on a trampoline,2.75,2.5414147
A woman is slicing an onion,A woman is cutting an onion,4.875,4.637763
A woman is cutting meat,A woman is slicing an onion,2.25,2.5842838
A man is playing a wooden flute,A wooden flute is being played by a man,5.0,4.688149
There is no man playing a wooden flute,A man is playing the piano,2.0187500000000003,1.8477952
The man is cleaning the drawing on the board,The man is erasing the other man's work from the board,3.5,3.0359237
The woman is erasing the drawing on the board,The man is erasing the other man's work from the board,3.25,2.2086575
The man is erasing the other man's work from the board,The man is erasing the drawing on the board,3.75,3.1967437
An eggplant is being sliced by a woman,A woman is cutting a vegetable,3.875,4.5260477
A dog is eating a doll,A dog is biting a doll,4.125,3.5196586
A man is praying fervently,A man is praying,4.25,4.0257964
A man is performing a dance,A man is praying,1.375,0.02224248
A man is praying,There is no man dancing,0.7500000000000001,2.2100656
A man is dancing,A man is praying,1.75,0.50534075
A man is slicing some bread,A person is slicing a piece of bread,4.5,4.2897453
The animal with big eyes is voraciously eating,The animal with big eyes is eating,4.25,4.229544
The animal with big eyes is sleeping,The animal with big eyes is eating,2.75,3.5567622
The animal with big eyes is eating,A lemur is eating,3.875,3.725525
Two people are talking,Two men are playing guitar,1.0,0.38015023
Two girls are playing guitar,Two men are talking,0.66875,0.07921973
There is no man playing an electronic keyboard,A man is playing an electronic keyboard,2.75,3.3072596
A man is playing a flute,An electronic keyboard is being played by a man,2.375,2.2515624
A song is being sung by a clown,A clown is singing,4.75,3.34365
A clown is singing and people are dancing,A clown is singing,4.25,3.195146
The horse is being ridden by the girl,The girl is spraying the plants with water,0.4999999999999999,0.70504624
The girl is spraying the plants with water,The girl is riding the horse,0.375,1.5668331
There is no man rapidly chopping some mushrooms with a knife,A man is rapidly chopping some mushrooms with a knife,3.625,3.382917
A person is not quickly chopping mushrooms with a knife,A man is rapidly chopping some mushrooms with a knife,3.75,3.3066218
A man is quickly chopping some mushrooms with a knife,A person is quickly chopping mushrooms with a knife,4.25,4.385579
A man and a woman are shaking hands,Two persons are shaking hands,4.625,2.9576824
An old woman is shaking hands with a man,An woman that is old is shaking hands with a man,4.875,3.821613
A young woman is shaking hands with a man,A man and a woman are shaking hands,4.25,3.8922107
There is no woman chopping up an octopus,A woman is chopping up an octopus,3.0,3.0596907
The man is cutting cooked octopus,The woman is cutting cooked octopus,3.5,4.267935
The man is cutting cooked octopus,A woman is chopping up an octopus,3.85625,3.6734014
