sentence1,sentence2,similarity,predicted_similarity
Someone is cutting a tomato,The person is slicing a vegetable,4.5,3.0359192
There is no little girl playing a grand piano on stage,A little girl is playing a grand piano on stage,2.25,3.0359192
A little girl is playing a grand piano on stage,"A girl, who is little, is playing the piano",4.375,3.0359192
A little girl is playing a grand piano on stage,A little girl is playing the piano,4.25,3.0359192
The man is dancing frantically,The man is dancing,4.125,3.0359192
A man is playing a bamboo flute,A flute is being played by the man,4.125,3.0359192
A man is playing a bamboo flute,The man is not playing a flute,3.125,3.0359192
A tiger is walking around with no aim,A tiger is walking around a cage,3.5,3.0359192
A tiger is sitting,A tiger is walking around a cage,2.375,3.0359192
A tiger is aimlessly walking around,A tiger is walking around a cage,4.0,3.0359192
A tiger is walking around aimlessly,A tiger is pacing around a cage,4.25,3.0359192
A tiger is walking outside a cage,A tiger is walking around aimlessly,3.375,3.0359192
A monkey is brushing the dog,The monkey is brushing the dog,5.0,3.0359192
A bull dog is being brushed by the monkey,A monkey is brushing the dog,4.0,3.0359192
A monkey is brushing the dog,A bull dog is brushing the monkey,3.0,3.0359192
The woman is dicing onions,There is no woman cutting an onion,2.75,3.0359192
A man is wearing a hard hat and dancing,A man is wearing a hat which is hard and is dancing,4.875,3.03592
A man is wearing a hard hat and dancing,A man is naked and standing still,1.125,3.0359192
A man is wearing a hard hat and dancing,There is no man with a hard hat dancing,3.25,3.0359192
A man is dancing with a worn hard hat,A man with a hard hat is dancing,4.375,3.0359192
A man is wearing a hard hat and dancing,A man with a hard hat is dancing,4.625,3.0359192
Two boys are studying,Two boys on a couch are playing video games,1.6249999999999998,3.0359192
A woman is cutting a potato,A woman is slicing a potato,5.0,3.0359192
The man is not slicing vegetables,A woman is slicing a potato,3.0,3.0359192
The man is slicing vegetables,A woman is slicing a potato,2.5,3.0359192
The lady is breaking an egg for the mixer,The lady is cracking an egg for the mixer,4.875,3.0359192
A man is getting off the car,A man is getting into a car,3.875,3.0359192
A man is hurriedly getting into a car in a garage,A man is getting into a car in a garage,4.625,3.0359192
A man is getting a garage for the car,A man is getting into a car,2.125,3.0359192
A man is getting into a car in a garage,A man is getting into a car,4.0,3.0359192
The person is slicing a clove of garlic into pieces,The person is not slicing a clove of garlic into pieces,2.5,3.0359192
A person is cutting a capsicum into pieces,The person is not slicing a clove of garlic into pieces,3.125,3.0359192
A capsicum is being cut into pieces by a person,The person is slicing a clove of garlic into pieces,2.25,3.0359192
A woman is drying noodles,A person is boiling noodles,3.0,3.0359192
The man is kicking a boxing trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,4.0,3.03592
A woman on a boulder is lying on a blanket and reading a book,A seated woman is singing a song and playing the guitar,2.0,3.0359197
A seated woman is singing a song and playing the guitar,A woman on a rock is standing and looking around,0.875,3.0359197
A woman on a rock is lying on a blanket and reading a book,"A woman, who is seated, is singing a song and playing the guitar",1.0,3.0359213
A woman on a rock is lying on a blanket and reading a book,There is no seated woman singing a song and playing the guitar,1.375,3.0359204
A man is packing away an acoustic guitar,A man is playing an acoustic guitar,3.25,3.0359192
The woman is playing an electric guitar,A man is playing a guitar that is acoustic,3.125,3.0359192
The woman is cracking eggs into a bowl,Eggs are being cracked into a bowl by the woman,5.0,3.0359192
The woman is storing away the eggs,The woman is cracking eggs into a bowl,3.25,3.0359192
The lady is breaking raw eggs into a bowl,The woman is cracking eggs into a bowl,4.625,3.0359192
Some people who play soccer are kicking a soccer ball into the goal,A soccer player is scoring a goal,3.875,3.0359201
A man and a woman are eating happily,A man and a woman are eating,3.75,3.0359192
A person is pouring oil made with olives into a pot on the stove,A person is pouring olive oil into a pot on the stove,4.875,3.0359225
A person is pouring oil for cooking into a pot,A person is pouring cooking oil into a pot,5.0,3.0359192
A woman is walking the dog down the street,The woman is walking the dog down the street ,4.875,3.0359192
A woman is walking the dog down the street,A woman is restraining the dog,3.5,3.0359192
The woman is not walking the dog,The woman is walking the dog,3.5,3.0359192
A woman is walking the dog down the street,The dog is being walked by the woman,4.64375,3.0359192
The woman is walking the dog down the street ,The woman is walking the dog,4.375,3.0359192
A guinea pig is devouring a carrot,A guinea pig is eating a carrot,5.0,3.0359192
"A guinea pig, which is small, is gnawing and eating a piece of carrot on the floor",A guinea pig is eating a carrot,4.25,3.0359375
A small guinea pig is gnawing and eating a piece of carrot on the floor,A guinea pig is devouring a carrot,4.375,3.0359237
A man is slicing a carrot with a knife,The woman is not slicing an onion,2.125,3.0359192
A plane is taking off,A plane is landing,3.5,3.0359192
A cartoon airplane is landing,A plane is landing,4.125,3.0359192
A plane is landing,An animated airplane is taking off,2.125,3.0359192
An animated airplane is landing,A plane is taking off,2.125,3.0359192
The girl is using an eye pencil on her eyelid,The girl is using a pencil for the eyes on her eyelid,4.875,3.0359192
The woman is penciling on eyeshadow,The woman is not penciling on eyeshadow,3.875,3.0359192
A little girl is playing a grand piano on stage,A girl is playing the piano,4.125,3.0359192
Two cats are playfully fighting each other,Two cats are fighting each other,4.25,3.0359192
Two cats are lying together,Two cats are fighting each other,2.5,3.0359192
Two cats are playfully fighting each other,The cats are playing with each other,4.25,3.0359192
There is no man riding a mechanical bull,A man is riding a mechanical bull,4.25,3.0359192
The man is riding a mechanical bull,A person is riding a mechanical bull,4.375,3.0359192
A woman is putting down a flute,The woman is playing the flute,2.75,3.0359192
A tree is being cut by a man with an axe,A man is cutting a tree with an axe,4.875,3.0359197
A man is cutting a tree with an axe,A man is watering a tree,2.0,3.0359192
A girl is applying makeup to her face,The girl is applying makeup to her face,4.875,3.0359192
A girl is applying makeup to her face,There is no girl applying makeup to her face,4.125,3.0359192
A girl is applying makeup to her face,There is no woman putting on makeup,2.625,3.0359192
There is no girl applying makeup to her face,A woman is putting on makeup,3.75,3.0359192
A girl is applying makeup to her face,A woman is putting on makeup,3.125,3.0359192
The herd of caribous is crossing a road quickly,The herd of caribous is crossing a road,4.0,3.0359192
The woman is dicing a carrot,A woman is slicing an onion,1.875,3.0359192
Two men are fighting in a cattle pen,Two men are fighting in a pen for cattle,4.5,3.0359192
Two men are fighting in a cattle pen,Two men are outside a cattle pen,2.5,3.0359192
The man is eating a banana by a tree,There is no man eating a banana,4.0,3.0359192
The man is eating a banana by a tree,A man is eating a banana,4.375,3.0359192
A big green ball is knocking a potato,"A ball, which is green and big, is knocking a potato",4.875,3.0359192
A large green ball is missing a potato,A large green ball is hitting a potato,3.125,3.0359192
A large green ball is hitting a potato,A big potato is knocking a green ball,3.875,3.0359192
Two teams are enthusiastically playing soccer,Two teams are playing soccer,4.625,3.0359192
A boy is comfortably sitting in a room and playing a piano by a lamp,A boy is playing a keyboard,3.625,3.0359197
There is no woman playing an electric guitar,A man is playing a guitar,3.25,3.0359192
A woman is playing an electric guitar,A man is laying down a guitar,1.6249999999999998,3.0359192
A man in a suit is standing at a microphone and singing,The man in a suit is standing at a microphone and singing,5.0,3.0359192
The man on stage is passionately singing into the microphone,The man on stage is singing into the microphone,4.5,3.0359192
The man is staging a microphone and is singing,The man on stage is singing into the microphone,3.0,3.0359192
A man in a suit is standing at a microphone and singing,The man on stage is passionately singing into the microphone,4.0,3.0359197
Three young girls are dancing in the room,Some teenage girls are dancing for the camera,3.375,3.0359192
Three teenage girls are idling in the room,Some teenage girls are dancing for the camera,2.625,3.0359192
A few children are jumping on a trampoline,Two boy are playing on a trampoline,3.875,3.0359192
The puppy is playing with a plastic container,The puppy is playing with a container made of plastic,5.0,3.0359192
A man is athletically jumping a wall,A man is jumping a wall,4.375,3.0359192
A man is jumping onto a low wall,A man is standing in front of a wall,2.5,3.0359192
The man is pouring oil into a pan,A man is pouring oil into a pan,5.0,3.0359192
A man is pouring oil into a skillet,Oil is being poured into a skillet by a man,5.0,3.0359192
A man is pouring oil into a skillet,A man is taking the oil out off a skillet,2.625,3.0359192
The person is brushing a cat,A person is brushing a cat,5.0,3.0359192
A person is combing the fur of a cat,The fur of a cat is being combed by a person,4.875,3.0359197
A person is combing the fur of a cat,The person is brushing a cat,4.125,3.0359192
Nobody is brushing a cat,A person is combing the fur of a cat,3.375,3.0359192
A woman is chopping broccoli,The woman is not chopping garlic,2.625,3.0359192
There is no woman dancing,Some women are dancing,3.25,3.0359192
Three men are dancing,There is no woman dancing,2.41875,3.0359192
A man is sitting on the floor in a room and strumming a guitar,A man is sitting on the floor and is playing a guitar,4.5625,3.0359251
There is no man eating some food,A man is eating some food,2.875,3.0359192
The man is fasting,The man is eating,2.75,3.0359192
The man is eating,A man is eating some food,4.625,3.0359192
There is no woman using an eye pencil and applying eye liner to her eyelid,A woman is using an eye pencil and is applying eye liner to her eyelid,3.5,3.0359192
A baby is sneezing and scaring another baby,A baby is cheering another baby,2.875,3.0359192
A baby is crawling happily,A baby is sneezing and frightening another baby,1.6249999999999998,3.0359192
The monkey is being trained in martial arts,The monkey is practicing martial arts,4.125,3.0359192
The monkey is being trained in martial arts,A monkey is kicking at the gloved hand of a person,2.75,3.0359192
A monkey is kicking at the gloved hand of a person,The monkey isn't practicing martial arts,2.75,3.0359192
The man is not cutting the tape on the box,A man is cutting a box,2.625,3.0359192
A kid is practicing with an instrument,A kid is playing an instrument,4.375,3.0359192
There is no young boy playing a wind instrument,A young boy is playing a wind instrument,4.125,3.0359192
A kid is throwing away an instrument,A young boy is playing a wind instrument,2.25,3.0359192
A man is trekking in the woods,The man is not hiking in the woods,3.5,3.0359192
The man is slicing a tomato,A woman is slicing a carrot,2.5,3.0359192
A man is slicing a tomato,A woman is slicing a carrot,2.5,3.0359192
A lady is mixing a meat mixture in a bowl,A lady is mixing a mixture of meat in a bowl,5.0,3.0359192
The lady is stirring meat in a bowl,A lady is mixing a meat mixture in a bowl,4.25,3.0359192
A lady is mixing a meat mixture in a bowl,The woman is not stirring meat in a bowl,3.0,3.0359192
A lady is mixing a meat mixture in a bowl,The woman is stirring meat in a bowl,4.5,3.0359192
The woman is squeezing juice out of a lemon,A woman is squeezing juice out of a lemon,4.875,3.0359192
A woman is squeezing juice out of a lemon,There is no woman squeezing juice out of a lemon,3.25,3.0359192
A kitten is playing with a toy made of blue rope,The kitten is playing with a toy,4.5,3.0359192
A boy is walking across a bridge,A man is walking slowly across a rope bridge,3.125,3.0359192
A boy is running away from the fishing line,A young man is running away from the fishing line,3.875,3.0359192
A boy is running away from the fishing line,A boy is running towards the fishing line,3.75,3.0359192
A boy is running away from the fishing line,There is no boy hanging a fishing rod and running in front of a fish,2.75,3.0359237
A boy is running away from the fishing line,A boy is hanging a fishing rod and running in front of a fish ,3.25,3.0359206
An animal is resting,An animal is running in circles,2.875,3.0359192
A squirrel is running in circles,An animal is running tiredly in circles,3.625,3.0359192
An animal is resting,A squirrel is running in circles,0.875,3.0359192
A squirrel is running in circles,An animal is running in circles,4.25,3.0359192
A woman is putting two eggs into a pot of water,A woman is boiling eggs,4.0,3.0359192
A man is playing the guitar,A man is dropping the guitar,2.75,3.0359192
There is no person kicking a soccer ball between somebody's feet,A person is kicking a soccer ball between their feet,2.75,3.0359192
A child is running in and out of the ocean waves,A boy is waving at some young runners from the ocean,2.625,3.0359192
The south African plane is flying in a blue sky,"The plane, which is south African, is flying in a blue sky",4.875,3.0359197
A woman is cooking a breaded pork chop,The woman is not frying a breaded pork chop,3.75,3.0359192
The man is slicing bread,The man is putting away the bread,2.625,3.0359192
Bread is being sliced by the man,The woman is slicing herbs,1.0,3.0359192
The man is putting away the bread,The woman is slicing herbs,0.2499999999999999,3.0359192
The woman is slicing herbs,The man is slicing bread,1.125,3.0359192
A top violin player is standing on the roof over a man,A man is standing on a roof top and playing a violin,3.25,3.0359204
Someone is putting away a keyboard,Someone is typing on a keyboard,2.89375,3.0359192
A woman is absently peeling a potato,A woman is peeling a potato,4.5,3.0359192
A woman is peeling a potato,A woman is putting away a potato,3.75,3.0359192
Someone is cleaning an animal,Someone is cleansing an animal,4.375,3.0359192
A woman is riding a water scooter,A woman is riding a scooter for water,3.875,3.0359192
A woman is riding a water scooter,A woman is riding a scooter towards the water,3.51875,3.0359192
The boy is speedily riding a tricycle,The boy is riding a tricycle,4.231249999999999,3.0359192
The boy is not riding a tricycle,A woman is riding a water scooter,0.4999999999999999,3.0359192
The woman is stirring eggs in a bowl,Somebody is beating an egg,4.0,3.0359192
A person is unfolding a tortilla,A man is folding a tortilla,3.25,3.0359192
A man is folding a tortilla,A person is folding a tortilla,4.625,3.0359192
A man is freeing a fish,A man is catching a fish,3.75,3.0359192
A big fish is catching a man,A man is catching a fish,2.0,3.0359192
A woman is carefully deboning a fish,A man is catching a fish,0.4999999999999999,3.0359192
A man is catching a fish,A woman is deboning a fish,3.0,3.0359192
A man is playing a harp,A violin is being played by a man,2.125,3.0359192
A person is wiping butter on a tray,There is no person buttering a tray,3.625,3.0359192
One woman is handing volleyballs to another woman,One woman is denying the volleyballs to another woman,2.75,3.0359192
One woman is handing volleyballs to another woman,A woman is serving volleyballs over a net,3.25,3.0359192
A man is chopping a log with an axe,There is no man chopping a log with an axe,2.875,3.0359192
The man is not chopping a tree trunk with an axe,The man is chopping a tree trunk with an axe,3.625,3.0359197
A guitar is being passionately played by a man,A man is playing a guitar,4.375,3.0359192
A woman is thinking of a man,A man is thinking,3.0625,3.0359192
"A cat with a white coat, perched on a small wooden cabinet, is looking outside the window",A white cat perched on a small wooden cabinet is looking outside the window,4.75,3.035947
The cat perched on the table is looking out the window,Someone on a perch is looking at a small wooden cat that is on a white cabinet outside the window ,2.375,3.0360444
A white cat perched on a small wooden cabinet is looking outside the window,The cat perched on the table is looking out the window,3.75,3.0359218
The dog is licking the baby,A dog is licking a baby,5.0,3.0359192
A woman is putting away the garlic,The woman is dicing garlic,3.25,3.0359192
A woman is dancing,There is no woman dancing,2.375,3.0359192
A person is jotting something with a pencil,The person is writing with a pencil,4.875,3.0359192
The person is not writing with a pencil,The person is writing with a pencil,3.0,3.0359192
The person is writing with a pencil,The person is writing,4.75,3.0359192
There is no person writing,The person is writing with a pencil,2.5,3.0359192
Someone is boiling okra in a pot,Someone is being boiled with okra in a pot,2.125,3.0359192
Someone is cooking okra in a pan,Somebody is boiling okra in a pot,3.64375,3.0359192
A man is dancing,A man is speaking,1.125,3.0359192
A squirrel is crazily spinning around in circles,A squirrel is spinning around in circles,4.5,3.0359192
A squirrel is running around in circles,An animal is running around in circles,4.5,3.0359192
A squirrel is lying down,A squirrel is running around in circles,2.375,3.0359192
A squirrel is running around in circles,A runner is circling a squirrel,2.625,3.0359192
A squirrel is spinning around in circles,A squirrel is lying down,2.0,3.0359192
Some paper is being cut,Paper is being cut with scissors,4.875,3.0359192
The piece of paper is being cut,There is no paper being cut with scissors,4.0,3.0359192
A man is playing a flute,The man is not playing the guitar,2.625,3.0359192
A man is putting down the flute,The man is playing a guitar,1.875,3.0359192
A man is playing the drum,The drums are being played by a man,4.75,3.0359192
A man is lazing,A man is doing exercises,2.25,3.0359192
The man is doing floor exercises,A man doing exercises is being floored,2.25,3.0359192
The man is doing floor exercises,A man is doing exercises,4.125,3.0359192
A man is riding a bicycle,There is no monkey riding a bike,2.0,3.0359192
The fish are immobile,A fish is swimming,3.5,3.0359192
Some fish are swimming,A fish is not swimming,3.625,3.0359192
A pan is being dropped over the meat,The meat is being dropped into a pan,3.16875,3.0359192
A frog is being handled by the woman,The woman is handling a frog,5.0,3.0359192
A man is holding a frog,A frog is being handled by the woman,3.125,3.0359192
The woman is handling a frog,A person is holding a frog,4.0,3.0359192
Four young men are standing still and a car is exploding behind them,The boys are not standing in front of the burning car,2.375,3.0359197
The boys are standing and burning a car,Four young men are standing still and a car is exploding behind them,2.85625,3.0359197
Four young men are standing still and a car is exploding behind them,The boys are standing in front of the burning car,2.875,3.0359197
A boy is filling a pitcher with water,A woman is emptying the water from a mug,1.0,3.0359192
A woman is collecting tap water in a mug,There is no boy filling a pitcher with water,2.0,3.0359192
A boy is filling a pitcher with water,A woman is collecting tap water in a mug,1.6249999999999998,3.0359192
There is no man walking in the rain,A man is walking in the rain,3.125,3.0359192
Racers are running down a track,There are no racers running down a track,3.375,3.0359192
The men are not putting suitcases into the trunk of a car ,The men are packing suitcases into the trunk of a car,2.625,3.0359197
A woman is putting on eyeshadow,Eyeshadow is being put on by a woman,5.0,3.0359192
A woman is putting make-up on,The woman is removing make-up,2.39375,3.0359192
A toy train is striking a toy car,There is no toy train striking a toy car,2.625,3.0359192
The person is not slicing onions,The person is slicing onions,3.625,3.0359192
Several swimmers are jumping into the water,Several jumpers are swimming in the water,3.625,3.0359192
Some swimmers are getting out of a lake,Swimmers are racing in a lake,3.0,3.0359192
A talented man is playing the guitar,A man is playing a guitar,4.375,3.0359192
A woman is playing a guitar,A guitar is being played by a woman,4.625,3.0359192
The boy is studying a calendar,A boy is studying a calendar,5.0,3.0359192
There is no person throwing a cat at the ceiling,A person is throwing a cat at the ceiling,3.0,3.0359192
The woman is picking up and holding a baby kangaroo,A woman is dropping a baby kangaroo from her arms,3.25,3.0359192
A woman is staging a dance,A woman is dancing and a man is playing the keyboard,2.625,3.0359192
A woman is scrubbing a zucchini with a brush for vegetables,A woman is scrubbing a zucchini with a vegetable brush,4.75,3.0359192
A woman is scrubbing a zucchini with a brush for vegetables,A person is scrubbing a zucchini,4.5,3.0359192
There is no woman scrubbing a zucchini with a vegetable brush,A person is scrubbing a zucchini,3.5,3.0359192
A man in a cap is playing a harp,A man is playing a guitar,1.5625,3.0359192
A man is playing a guitar,A man in a hat is playing a harp,2.125,3.0359192
The woman with the knife is not slicing a pepper,A woman is slicing a green pepper,2.875,3.0359192
A woman is slicing a green pepper,The woman with a knife is slicing a pepper,4.25,3.0359192
A woman is playing a flute,A woman is getting rid of a flute,3.0,3.0359192
A woman is playing a flute,A woman is playing flute,4.875,3.0359192
There is no man riding a horse,A man is riding a horse,3.625,3.0359192
The man is riding a horse by a stream,A man is riding a horse,4.25,3.0359192
A horse is being ridden in a creek by a man,A man is riding a horse,4.625,3.0359197
The man is riding a horse by a creek,A horse is being ridden by a man,4.125,3.0359192
A cat is playing a piano funnily,A cat is playing a piano,4.375,3.0359192
A cat is playing a piano,The cat is playing keyboards,4.125,3.0359192
A cat is playing a piano funnily,A cat is playing keyboards,3.625,3.0359192
A cat is playing a piano,A cat is playing keyboards,4.25,3.0359192
The man is walking along a path through the wilderness,The man is not walking along a path through the wilderness,3.5,3.0359197
A man from the wilderness is on a walking path,The man is walking along a path through the wilderness,3.875,3.0359192
A man from the wilderness is on a walking path,A man is walking down a road,3.0,3.0359192
A man is stopping in the middle of a road,The man is walking along a path through the wilderness,2.125,3.0359192
A man is coming out of the water,A person is coming out of the water,4.625,3.0359192
A man is escaping a rising swamp,A man is rising from a swamp,3.0,3.0359192
A man is rising from a swamp,A person is coming out of the water,3.25,3.0359192
A man is rising from a swamp,A man is coming out of the water,4.125,3.0359192
A man is dancing upside-down on the ceiling,A man is idling on the floor,1.75,3.0359192
There is no man dancing,A man is dancing,4.25,3.0359192
There is no man dancing,A man is singing,2.375,3.0359192
There is no man exercising,A girl is exercising,1.5000000000000002,3.0359192
A man is playing the guitar,A man is packing the guitar,3.125,3.0359192
The women are not dancing outside,The women are dancing outside,2.875,3.0359192
The women are dancing outside,A few people are dancing,4.125,3.0359192
There is no group of people dancing,The women are dancing outside,3.0,3.0359192
The women are dancing outside,A group of people are dancing,3.5,3.0359192
Two men are doing a funny skit with a boxer in front of a crowd of people,"Two men are doing a skit, which is very funny, with a boxer in front of a crowd of people",5.0,3.035936
Two men are doing a funny skit with a boxer in front of a crowd of people,Two men with a dog are boring a crowd of people,2.875,3.0359232
Boys are dancing in front of some people,A funny crowd of people is doing a skit of two boxing men,0.4999999999999999,3.0359197
Boys are dancing in front of some people,Two men are doing a funny skit with a boxer in front of a crowd of people,1.5000000000000002,3.035924
A boy is attentively looking at a calendar,A boy is looking at a calendar,4.5,3.0359192
A biker is riding away from a fence,A biker is riding along the top of a fence,3.125,3.0359192
The boy is riding a bike on the top of a metal fence,The riders are fencing in a boy's metal bike,2.0,3.03592
The boy is not riding a bike on the top of a metal fence,A biker is riding along the top of a fence,2.375,3.0359218
A biker is riding away from a fence,The boy is riding a bike on the top of a metal fence,2.375,3.0359204
A woman is washing a big pepper,A woman is slicing a big pepper,3.625,3.0359192
A girl is falling asleep,A girl is waking up,3.0,3.0359192
A woman is peeling a potato,The woman is peeling a potato,5.0,3.0359192
A woman is peeling a potato,A woman is refrigerating a potato,3.375,3.0359192
A woman is slicing a tomato,The woman is peeling a potato,2.875,3.0359192
A man is climbing up a rope,The man is not climbing up a rope,3.875,3.0359192
A man is recklessly climbing a rope,A man is climbing up a rope,4.125,3.0359192
A man is climbing up a rope,A man is being roped before climbing,3.125,3.0359192
A man is climbing a rope,A man is climbing up a rope,4.75,3.0359192
The lady is picking up the kangaroo,The woman is picking up the kangaroo,4.875,3.0359192
The woman is picking up the kangaroo,The kangaroo is picking up the woman,3.5,3.0359192
The woman is not picking up a baby kangaroo,The woman is picking up the kangaroo,3.0,3.0359192
A person is riding a jetski in the waves,There is no person riding a jetski in the waves,3.75,3.0359192
A person is riding a jetski in the waves,A Seadoo is being ridden by a woman,3.625,3.0359192
A person is riding a jetski in the waves,A woman is riding a Seadoo,4.0,3.0359192
A man is slowly dancing on the road,A man is dancing,4.25,3.0359192
A man is dancing,There is no man dancing on the road,2.75,3.0359192
A man is dancing on the road,A person is dancing,3.625,3.0359192
The man is running on the road,A dog is running on the road,2.75,3.0359192
A man is running on the road,A dog is running breathlessly on the road,2.0,3.0359192
One man is riding a horse,The man is riding a horse,5.0,3.0359192
The man is not riding a horse,The man is riding a horse,4.0,3.0359192
One man is riding a horse,A man is riding a horse,4.625,3.0359192
The person is not drawing,The person is drawing,3.625,3.0359192
A picture is being drawn by a man,The person is drawing,3.875,3.0359192
Someone is beautifully playing the piano,Someone is playing the guitar,2.5,3.0359192
A man is eating a pizza,A pizza is being eaten by a man,4.875,3.0359192
A cute panda is lying down,A panda that is cute is lying down,4.875,3.0359192
The panda bear is not lying on the logs,A cute panda is lying down,4.125,3.0359192
The panda bear is lying on the logs,A cute panda is not lying down,3.375,3.0359192
There is no dog bouncing on a trampoline,A dog is bouncing on a trampoline,3.0,3.0359192
There is no dog bouncing on a trampoline,A dog is jumping on a trampoline,3.375,3.0359192
A man is doing back flips on a trampoline,A man is jumping on a trampoline,4.125,3.0359192
A man is doing back flips on a trampoline,There are no kids jumping on a trampoline,2.625,3.0359192
There is no man doing back flips on a trampoline,Several kids are jumping on a trampoline,2.75,3.0359192
A woman is slicing an onion,A woman is cutting an onion,4.875,3.0359192
A woman is cutting meat,A woman is slicing an onion,2.25,3.0359192
A man is playing a wooden flute,A wooden flute is being played by a man,5.0,3.0359192
There is no man playing a wooden flute,A man is playing the piano,2.0187500000000003,3.0359192
The man is cleaning the drawing on the board,The man is erasing the other man's work from the board,3.5,3.0359192
The woman is erasing the drawing on the board,The man is erasing the other man's work from the board,3.25,3.0359192
The man is erasing the other man's work from the board,The man is erasing the drawing on the board,3.75,3.0359192
An eggplant is being sliced by a woman,A woman is cutting a vegetable,3.875,3.0359192
A dog is eating a doll,A dog is biting a doll,4.125,3.0359192
A man is praying fervently,A man is praying,4.25,3.0359192
A man is performing a dance,A man is praying,1.375,3.0359192
A man is praying,There is no man dancing,0.7500000000000001,3.0359192
A man is dancing,A man is praying,1.75,3.0359192
A man is slicing some bread,A person is slicing a piece of bread,4.5,3.0359192
The animal with big eyes is voraciously eating,The animal with big eyes is eating,4.25,3.0359192
The animal with big eyes is sleeping,The animal with big eyes is eating,2.75,3.0359192
The animal with big eyes is eating,A lemur is eating,3.875,3.0359192
Two people are talking,Two men are playing guitar,1.0,3.0359192
Two girls are playing guitar,Two men are talking,0.66875,3.0359192
There is no man playing an electronic keyboard,A man is playing an electronic keyboard,2.75,3.0359192
A man is playing a flute,An electronic keyboard is being played by a man,2.375,3.0359192
A song is being sung by a clown,A clown is singing,4.75,3.0359192
A clown is singing and people are dancing,A clown is singing,4.25,3.0359192
The horse is being ridden by the girl,The girl is spraying the plants with water,0.4999999999999999,3.0359192
The girl is spraying the plants with water,The girl is riding the horse,0.375,3.0359192
There is no man rapidly chopping some mushrooms with a knife,A man is rapidly chopping some mushrooms with a knife,3.625,3.0359197
A person is not quickly chopping mushrooms with a knife,A man is rapidly chopping some mushrooms with a knife,3.75,3.0359192
A man is quickly chopping some mushrooms with a knife,A person is quickly chopping mushrooms with a knife,4.25,3.0359192
A man and a woman are shaking hands,Two persons are shaking hands,4.625,3.0359192
An old woman is shaking hands with a man,An woman that is old is shaking hands with a man,4.875,3.0359192
A young woman is shaking hands with a man,A man and a woman are shaking hands,4.25,3.0359192
There is no woman chopping up an octopus,A woman is chopping up an octopus,3.0,3.0359192
The man is cutting cooked octopus,The woman is cutting cooked octopus,3.5,3.0359192
The man is cutting cooked octopus,A woman is chopping up an octopus,3.85625,3.0359192
The woman is cutting cooked octopus,A woman is chopping up an octopus,4.25,3.0359192
A plane is landing,A plane is taking off,3.0,3.0359192
A man is shooting guns,A man is shooting a weapon,4.75,3.0359192
A man is shooting guns,A woman is not riding a horse,0.0,3.0359192
A man is cutting a potato,There is no man cutting a potato,3.25,3.0359192
A woman is cutting a tomato,A man is cutting a tomato,3.25,3.0359192
A man is slicing a potato,A woman is cutting a tomato,1.75,3.0359192
A woman is cutting a tomato,A man is cutting a potato,2.125,3.0359192
The woman is drawing a man,A man is drawing,1.875,3.0359192
The man is drawing,There is no man drawing,3.0,3.0359192
A man is drawing,The man is drawing,5.0,3.0359192
A man is picking a can,A woman is slicing a tomato,0.4999999999999999,3.0359192
Someone is peeling a banana,A man is eating a fruit,2.25,3.0359192
A dog is barking noisily,A dog is barking,4.75,3.0359192
A person is tearing paper,A person is tearing sheets,3.375,3.0359192
A man is cutting himself with a piece of paper,A person is tearing paper,1.25,3.0359192
A man is playing a guitar,There is no one playing a piano,2.125,3.0359192
A man is untying a shoe,A man is tying a shoe,2.5,3.0359192
A guy is not riding a horse,A guy is riding a horse,3.875,3.0359192
A man is riding a horse on the beach,A man is riding a horse in the desert,3.125,3.0359192
A man is riding a horse in the desert,A guy is riding a horse,4.125,3.0359192
The man is not cutting a paper plate,The man is cutting a paper plate,2.875,3.0359192
A man is cutting a paper plate,A paper plate is being cut by the man,5.0,3.0359192
Some old women are talking,Some women are talking,4.25,3.0359192
A man is playing an instrument,A woman is putting on lipstick,0.1250000000000001,3.0359192
A man is singing to a girl,A man is singing to a woman,4.0,3.0359192
The rhino is grazing on the grass,The rhino is being fed on the grass,4.1875,3.0359192
There is no rhino grazing in a field,The rhino is grazing on the grass,3.125,3.0359192
A man and a woman are running together and holding hands,A couple is running and holding hands,4.3125,3.0359192
A man and a woman are running together and holding hands,A man and a woman are standing together and holding hands,3.25,3.0359192
A man and a woman are running together and holding hands,A couple is running towards the ocean,3.25,3.0359192
A man is punching a soccer ball,A man is mixing the content of a bowl,0.2499999999999999,3.0359192
The woman is pouring oil into the pan,Oil is being poured into the pan by the woman,5.0,3.0359192
Oil is being poured into the pan by the woman,The boy is playing the piano,0.0,3.0359192
The boy is not playing the piano,The woman is pouring oil into the pan,0.0,3.0359192
The doctor is not helping the patient,The doctors are reviving a man,2.625,3.0359192
The doctors are healing a man,The doctor is helping the patient,4.0,3.0359192
A woman is being massaged by a man,A man is massaging a woman,4.875,3.0359192
A man is riding a horse,There is no man riding a horse,4.25,3.0359192
A cat is crawling under a piece of furniture,An animal is crawling under a piece of furniture,4.25,3.0359192
A cat is crawling under a piece of furniture,A cat is sliding upside down under a couch,3.375,3.0359192
A man is riding a horse,A horse is being ridden by a woman,3.2687500000000003,3.0359192
A man is shaking a container over a sink in the kitchen,There is no man shaking a container over a sink in the kitchen,3.0,3.0359218
Some men are fighting,A group of men is fighting,4.375,3.0359192
